round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,emb_output_dims,epochs,first_neuron,last_activation,losses,lr,optimizer,shape,weight_regulizer
100,2.415443636546625,0.10233645,2.432574485664937,0.09328358,relu,16,0,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,3.0900792072866565,0.09158879,3.110364764484007,0.09328358,relu,16,0,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,3.3668044045706775,0.1,3.1112363943413124,0.104477614,relu,16,0,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,2.3031845480482156,0.103738315,2.284596909337969,0.09328358,relu,16,0,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,2.3112549759517207,0.09672897,2.322020470206417,0.09328358,relu,16,0,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,6.0489938174452735,0.09299065,7.0908456773900275,0.09328358,relu,16,0,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,6.13155580057162,0.10514019,12.32653170913013,0.08208955,relu,16,0,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.18121495787228378,0.09392523,0.17910448206004811,0.104477614,relu,16,0.5,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.1796261727809906,0.10186916,0.1813432885639703,0.09328358,relu,16,0.5,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.04620510245734286,0.61074764,0.019937665549232,0.8619403,relu,16,0.5,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.16864531243515907,0.10046729,0.17462687172106842,0.12686567,relu,16,0.5,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.1800934627512905,0.09953271,0.17462687194347382,0.12686567,relu,16,0.5,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.1800934634754591,0.09953271,0.1757462754178403,0.12126866,relu,16,0.5,None,100,32,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.1797196309978717,0.101401865,0.17873134853234932,0.106343284,relu,16,0.5,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.17915888434258576,0.10420561,0.17574627341619178,0.12126866,relu,16,0.5,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.18008448821361933,0.09626168,0.17574627430581335,0.12126866,relu,16,0.5,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.1801784298130285,0.09859813,0.17574627497302953,0.12126866,relu,16,0.5,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.17887850980335307,0.10560748,0.1835820950678925,0.08208955,relu,16,0.5,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.1792523416403298,0.103738315,0.1813432885639703,0.09328358,relu,16,0.5,None,100,32,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,2.383101185682778,0.104672894,2.364524385822353,0.08208955,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,2.379189308113027,0.09299065,2.445489303389592,0.106343284,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,2.1129858868144384,0.17102803,1.7391787571693533,0.2705224,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,2.303013832324019,0.095794395,2.30641242995191,0.08208955,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,2.4145855792214936,0.095794395,2.5262156600382792,0.09701493,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,2.4143212969058028,0.110747665,2.6052647989187667,0.08208955,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,3.0763137086529597,0.10093458,2.55835030327982,0.09701493,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,2.842017974140488,0.091121495,3.0007721915173886,0.12686567,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,2.3121536589114466,0.103738315,2.3030693459866654,0.104477614,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,2.3118120545538785,0.1,2.3077997520788394,0.10261194,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,6.20497463529355,0.09906542,7.317563910982502,0.104477614,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,6.050869969341242,0.09626168,5.770517121500044,0.104477614,relu,16,0.5,None,100,32,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.1795327149261938,0.10233645,0.17089552799267554,0.14552239,relu,16,0.5,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.17953271534398338,0.10233645,0.18134328811915953,0.09328358,relu,16,0.5,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.1571095942058296,0.11121495,0.17574627408340796,0.12126866,relu,16,0.5,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.17897196751888667,0.10514019,0.18059701883970802,0.09701493,relu,16,0.5,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.17869159420517003,0.10654206,0.18358209373346016,0.08208955,relu,16,0.5,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.1785981360996995,0.107009344,0.1835820948454871,0.08208955,relu,16,0.5,None,100,64,softmax,mse,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.18065421091061887,0.09672897,0.1813432887863757,0.09328358,relu,16,0.5,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,0.17897196832661316,0.10514019,0.1757462725265702,0.12126866,relu,16,0.5,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.18022156449678903,0.09859813,0.17574627386100256,0.12126866,relu,16,0.5,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,0.1815622650574301,0.091121495,0.17873134964437626,0.106343284,relu,16,0.5,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,0.18177570564167522,0.091121495,0.1787313494219709,0.106343284,relu,16,0.5,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.17869159339744353,0.10654206,0.17947761736699006,0.10261194,relu,16,0.5,None,100,64,softmax,mse,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,2.3958631921037337,0.091121495,2.342750531523975,0.09701493,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,2.38595464073609,0.092523366,2.3944811429550397,0.08208955,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,2.303012060004974,0.094859816,2.305969199137901,0.08208955,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,2.3030436163750765,0.093457945,2.3063997652993273,0.08208955,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,2.4250005254121585,0.08598131,2.4729280827650384,0.10261194,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,2.4176654080364193,0.106074765,2.431115876382856,0.104477614,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,3.093387938882703,0.08598131,2.402541729941297,0.12126866,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,brick,None
100,2.9203044369956044,0.106074765,2.848951122654018,0.09328358,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,2.3097682725603335,0.10186916,2.312075874698696,0.09328358,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,brick,None
100,2.31058679607427,0.104672894,2.3151559011260074,0.09701493,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,long_funnel,None
100,5.931321868718228,0.11261682,6.95875559991865,0.08208955,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,6.0096201290594085,0.10981309,6.744588325272745,0.12126866,relu,16,0.5,None,100,64,softmax,categorical_crossentropy,5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
